RemakeVoiceID,RemakeVoiceFilename,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceType,RemakeVoiceCharacterId,RemakeVoiceCategory,RemakeVoiceOrderPerCharacter,RemakeVoiceText,OldVoiceText
36137,v001_02_0022,15462,ch0010040268,exact,character_voice,001,main,0022,ふ～んだ。あたしたちの勝手だもんね。,ふ〜んだ。あたしたちの勝手だもんね。
36138,v002_02_0014,15463,ch0020040269,exact,character_voice,002,main,0014,邪魔にならないように手伝わせてもらいますから。,邪魔にならないように手伝わせてもらいますから。
36139,v005_02_0040,15464,ch0050040270,exact,character_voice,005,main,0040,チッ、勝手にしやがれ……,チッ、勝手にしやがれ……
36140,v005_02_0041,15465,ch0050040271,exact,character_voice,005,main,0041,せいぜい、俺の《重剣》に巻き込まれないよう注意しとけよ！,せいぜい、俺の《重剣》に巻き込まれないよう注意しとけよ！
36141,v001_02_0023,15466,ch0010040272,exact,character_voice,001,main,0023,ふう……なんとかやっつけたわね。,ふう……なんとかやっつけたわね。
36142,v002_02_0015,15467,ch0020040273,exact,character_voice,002,main,0015,うん、数も多かったしなかなか手強い相手だった。,うん、数も多かったしなかなか手強い相手だった。
36143,v005_02_0042,15468,ch0050040274,exact,character_voice,005,main,0042,……………………………,……………………………
36144,v005_02_0043,15469,ch0050040275,exact,character_voice,005,main,0043,フン……思ったよりもやるみたいだな。,フン……思ったよりもやるみたいだな。
36145,v005_02_0044,15470,ch0050040276,exact,character_voice,005,main,0044,ま、あのオッサンの手解きを受けていたんだったら当然か。,ま、あのオッサンの手解きを受けていたんだったら当然か。
36146,v001_02_0024,15471,ch0010040277,exact,character_voice,001,main,0024,え。,え。
36147,v005_02_0045,15472,ch0050040278,exact,character_voice,005,main,0045,勘違いするなよ。あくまで新米としてはだ。,勘違いするなよ。あくまで新米としてはだ。
36148,v005_02_0046,15473,ch0050040279,exact,character_voice,005,main,0046,まだまだ正遊撃士には遠いぜ。,まだまだ正遊撃士には遠いぜ。
36149,v222_02_0002,15474,ch1430040280,exact,character_voice,222,main,0002,おーい！そっちは大丈夫か！？,おーい！そっちは大丈夫か！？
36150,v005_02_0047,15475,ch0050040281,exact,character_voice,005,main,0047,ああ、問題ない。一匹残らず片付けたぞ。,ああ、問題ない。一匹残らず片付けたぞ。
36151,v005_02_0048,15476,ch0050040282,exact,character_voice,005,main,0048,気絶していたヤツはどうだ？,気絶していたヤツはどうだ？
36152,v222_02_0003,15477,ch1430040283,exact,character_voice,222,main,0003,思ったよりも軽傷だ。お前がいてくれて助かったよ。,思ったよりも軽傷だ。お前がいてくれて助かったよ。
36153,v221_02_0002,15478,ch1440040284,exact,character_voice,221,main,0002,さすが《重剣のアガット》だぜ。,さすが《重剣のアガット》だぜ。
36154,v005_02_0049,15479,ch0050040285,exact,character_voice,005,main,0049,大したことはしてねぇよ。,大したことはしてねぇよ。
36155,v005_02_0050,15480,ch0050040286,exact,character_voice,005,main,0050,それに、このガキどもがそこそこ働いてくれたからな。,それに、このガキどもがそこそこ働いてくれたからな。
36156,v221_02_0003,15481,ch1440040287,exact,character_voice,221,main,0003,そうなのか……嬢ちゃんたち、ありがとうな。,そうなのか……嬢ちゃんたち、ありがとうな。
36157,v001_02_0025,15482,ch0010040288,exact,character_voice,001,main,0025,う、うん……,う、うん……
36158,v222_02_0004,15483,ch1430040289,exact,character_voice,222,main,0004,自分たちは、念のため周辺をパトロールするつもりだ。,自分たちは、念のため周辺をパトロールするつもりだ。
36159,v222_02_0005,15484,ch1430040290,exact,character_voice,222,main,0005,君たちは中に入ってゆっくりと休んでくれ。,君たちは中に入ってゆっくりと休んでくれ。
36160,v005_02_0051,15485,ch0050040291,exact,character_voice,005,main,0051,ああ、気を付けろよ。,ああ、気を付けろよ。
36161,v005_02_0052,15486,ch0050040292,exact,character_voice,005,main,0052,さてと、寝直すとするか。,さてと、寝直すとするか。
36162,v005_02_0053,15487,ch0050040293,exact,character_voice,005,main,0053,もう危険は去ったはずだ。お前らも大人しく寝ておきな。,もう危険は去ったはずだ。お前らも大人しく寝ておきな。
36163,v001_02_0026,15488,ch0010040294,exact,character_voice,001,main,0026,ど、どうなってんの？,ど、どうなってんの？
36164,v001_02_0027,15489,ch0010040295,exact,character_voice,001,main,0027,あの口が悪いヤツがあたしたちを誉めるなんて。,あの口の悪いヤツがあたしたちを誉めるなんて。
36165,v002_02_0016,15490,ch0020040296,exact,character_voice,002,main,0016,少しは、僕たちの実力を認めてくれたのかもしれないね。,少しは、僕たちの実力を認めてくれたのかもしれないね。
36166,v002_02_0017,15491,ch0020040297,exact,character_voice,002,main,0017,思ったよりも真っ直ぐな人なんじゃないかな？,思ったよりも真っ直ぐな人なんじゃないかな？
36167,v001_02_0028,15492,ch0010040298,exact,character_voice,001,main,0028,うーん……とてもそうは思えないけど。,うーん……とてもそうは思えないけど。
36168,v001_02_0029,15493,ch0010040299,exact,character_voice,001,main,0029,……まあ、たしかにデカイ口を叩くだけはあるわね。,……まあ、たしかにデカイ口を叩くだけはあるわね。
36169,v001_02_0030,19193,ch0010040366,exact,character_voice,001,main,0030,わぁっ……！,わぁっ……！
36170,v002_02_0018,19194,ch0020040367,exact,character_voice,002,main,0018,エステル？,エステル？
36171,v001_02_0031,19195,ch0010040368,exact,character_voice,001,main,0031,見て見て、ヨシュア！,見て見て、ヨシュア！
36172,v001_02_0032,19196,ch0010040369,exact,character_voice,001,main,0032,海よ、海！,海よ、海！
36173,v002_02_0019,19197,ch0020040370,exact,character_voice,002,main,0019,はいはい。言われなくても判ってるよ。,はいはい。言われなくても判ってるよ。
36174,v001_02_0033,19198,ch0010040371,exact,character_voice,001,main,0033,青くてキラキラしてめちゃめちゃ広いわね～！,青くてキラキラしてめちゃめちゃ広いわね〜！
36175,v001_02_0034,19199,ch0010040372,exact,character_voice,001,main,0034,それに潮騒の音と一面に漂う潮の香り……,それに潮騒の音と一面に漂う潮の香り……
36176,v001_02_0035,19200,ch0010040373,exact,character_voice,001,main,0035,うーん、これぞ海って感じよね。,うーん、これぞ海って感じよね。
36177,v002_02_0020,19201,ch0020040374,exact,character_voice,002,main,0020,エステル、海を見るのは初めて？,エステル、海を見るのは初めて？
36178,v001_02_0036,19202,ch0010040375,exact,character_voice,001,main,0036,昔、父さんと定期船に乗った時ちらっと見た記憶はあるんだけど……,昔、父さんと定期船に乗った時ちらっと見た記憶はあるんだけど……
36179,v001_02_0037,19203,ch0010040376,exact,character_voice,001,main,0037,こんなに間近で見るのはひょっとしたら初めてかもしれない。,こんなに間近で見るのはひょっとしたら初めてかもしれない。
36180,v002_02_0021,19204,ch0020040377,exact,character_voice,002,main,0021,そっか……,そっか……
36181,v002_02_0022,19205,ch0020040378,exact,character_voice,002,main,0022,僕も海は久しぶりだな……,僕も海は久しぶりだな……
36182,v002_02_0023,19206,ch0020040379,exact,character_voice,002,main,0023,定期船を使わずに歩いて来た甲斐があったね。,定期船を使わずに歩いて来た甲斐があったね。
36183,v001_02_0038,19207,ch0010040380,exact,character_voice,001,main,0038,うんうん。何だか達成感があるよね！,うんうん。何だか達成感があるよね！
36184,v006_02_0001,24821,ch0060040454,exact,character_voice,006,main,0001,ここはさっき調べたばかりね。,ここはさっき調べたばかりね。
36185,v006_02_0002,24822,ch0060040455,exact,character_voice,006,main,0002,雑貨屋さんにも居なかったし……,雑貨屋さんにも居なかったし……
36186,v006_02_0003,24823,ch0060040456,exact,character_voice,006,main,0003,困ったわ……どこに行っちゃったのかしら。,困ったわ……どこに行っちゃったのかしら。
36187,v001_02_0039,24824,ch0010040457,exact,character_voice,001,main,0039,ヨシュア、ほらほら早く！,ヨシュア、ほらほら早く！
36188,v002_02_0024,24825,ch0020040458,exact,character_voice,002,main,0024,ちょっとエステル。前を向いて歩かないと……,ちょっとエステル。前を向いて歩かないと……
36189,v006_02_0004,24826,ch0060040459,exact,character_voice,006,main,0004,きゃっ……,きゃっ……
36190,v001_02_0040,24365,ch0010040460,exact,character_voice,001,main,0040,あうっ……,あうっ……
36191,v001_02_0041,24828,ch0010040461,exact,character_voice,001,main,0041,あいたた……,あいたた……
36192,v001_02_0042,24829,ch0010040462,exact,character_voice,001,main,0042,ご、ごめんね、大丈夫！？,ご、ごめんね、大丈夫！？
36193,v001_02_0043,24830,ch0010040463,exact,character_voice,001,main,0043,あたしが前を見てなかったから……,あたしが前を見てなかったから……
36194,v006_02_0005,24831,ch0060040464,exact,character_voice,006,main,0005,あ、いえ、大丈夫です。,あ、いえ、大丈夫です。
36195,v006_02_0006,24832,ch0060040465,exact,character_voice,006,main,0006,すみません、私の方こそよそ見をしてしまって……,すみません、私の方こそよそ見をしてしまって……
36196,v001_02_0044,24833,ch0010040466,exact,character_voice,001,main,0044,あ、そうなんだ。,あ、そうなんだ。
36197,v001_02_0045,24834,ch0010040467,exact,character_voice,001,main,0045,じゃあ、おあいこって事で♪,じゃあ、おあいこって事で♪
36198,v002_02_0025,24835,ch0020040468,exact,character_voice,002,main,0025,まったく……エステル、何やってるのさ。,まったく……エステル、何やってるのさ。
36199,v002_02_0026,24836,ch0020040469,exact,character_voice,002,main,0026,………………………………,………………………………
36200,v006_02_0007,24837,ch0060040470,exact,character_voice,006,main,0007,？？？,？？？
36201,v001_02_0046,24838,ch0010040471,exact,character_voice,001,main,0046,ヨシュア、どうしたの？,ヨシュア、どうしたの？
36202,v002_02_0027,24839,ch0020040472,exact,character_voice,002,main,0027,い、いや……,い、いや……
36203,v002_02_0028,24840,ch0020040473,exact,character_voice,002,main,0028,ごめんね。連れが迷惑かけちゃって。,ごめんね。連れが迷惑かけちゃって。
36204,v002_02_0029,24841,ch0020040474,exact,character_voice,002,main,0029,どこにもケガはないかな？,どこにもケガはないかな？
36205,v006_02_0008,24842,ch0060040475,exact,character_voice,006,main,0008,はい、大丈夫です。,はい、大丈夫です。
36206,v006_02_0009,24843,ch0060040476,exact,character_voice,006,main,0009,私も人を捜していて……それでよそ見をしてしまって。,私も人を捜していて……それでよそ見をしてしまって。
36207,v001_02_0047,24844,ch0010040477,exact,character_voice,001,main,0047,え、誰を捜してるの？,え、誰を捜してるの？
36208,v006_02_0010,24845,ch0060040478,exact,character_voice,006,main,0010,帽子をかぶった１０歳くらいの男の子なんですけど……,帽子をかぶった１０歳くらいの男の子なんですけど……
36209,v006_02_0011,24846,ch0060040479,exact,character_voice,006,main,0011,どこかで見かけませんでした？,どこかで見かけませんでした？
36210,v001_02_0048,24847,ch0010040480,exact,character_voice,001,main,0048,帽子をかぶった男の子……,帽子をかぶった男の子……
36211,v001_02_0049,24848,ch0010040481,exact,character_voice,001,main,0049,ヨシュア、見かけたりした？,ヨシュア、見かけたりした？
36212,v002_02_0030,24849,ch0020040482,exact,character_voice,002,main,0030,いや、ちょっと見覚えがないな。,いや、ちょっと見覚えがないな。
36213,v006_02_0012,24850,ch0060040483,exact,character_voice,006,main,0012,そうですか。どこに行っちゃったのかしら……,そうですか。どこに行っちゃったのかしら……
36214,v006_02_0013,24851,ch0060040484,exact,character_voice,006,main,0013,私、これで失礼します。どうもお手数をおかけしました。,私、これで失礼します。どうもお手数をおかけしました。
36215,v001_02_0050,24852,ch0010040485,exact,character_voice,001,main,0050,ヨシュア？,ヨシュア？
36216,v001_02_0051,24853,ch0010040486,exact,character_voice,001,main,0051,ねえ、ヨシュアってば。,ねえ、ヨシュアってば。
36217,v002_02_0031,24392,ch0020040487,exact,character_voice,002,main,0031,え、ああ……どうしたの？,え、ああ……どうしたの？
36218,v001_02_0052,24855,ch0010040488,exact,character_voice,001,main,0052,どーしたもこーしたも。,どーしたもこーしたも。
36219,v001_02_0053,24856,ch0010040489,exact,character_voice,001,main,0053,あ、もしかして……,あ、もしかして……
36220,v001_02_0054,24857,ch0010040490,exact,character_voice,001,main,0054,なるほど、そーゆーことか❤,なるほど、そーゆーことか❤
36221,v002_02_0032,24396,ch0020040491,exact,character_voice,002,main,0032,……なんか激しく勘違いしてない？,……なんか激しく勘違いしてない？
36222,v001_02_0055,24859,ch0010040492,exact,character_voice,001,main,0055,照れない、照れない♪,照れない、照れない♪
36223,v001_02_0056,24860,ch0010040493,exact,character_voice,001,main,0056,一目会ったその時から恋の花咲くこともあるってね。,一目会ったその時から恋の花咲くこともあるってね。
36224,v002_02_0033,24399,ch0020040494,exact,character_voice,002,main,0033,ち・が・い・ま・す。,ち・が・い・ま・す。
36225,v002_02_0034,24862,ch0020040495,exact,character_voice,002,main,0034,ただ、昔の知り合いにほんの少し似ていただけだよ。,ただ、昔の知り合いにほんの少し似ていただけだよ。
36226,v002_02_0035,24401,ch0020040496,exact,character_voice,002,main,0035,それで、ちょっと驚いただけさ。,それで、ちょっと驚いただけさ。
36227,v001_02_0057,24864,ch0010040497,exact,character_voice,001,main,0057,へえ、ほう、ふーん。昔の知り合いに似ているね～。,へえ、ほう、ふーん。昔の知り合いに似ているね〜。
36228,v001_02_0058,24865,ch0010040498,exact,character_voice,001,main,0058,口説き文句としては３０点かな？,口説き文句としては３０点かな？
36229,v002_02_0036,24404,ch0020040499,exact,character_voice,002,main,0036,ところでエステル。あの子の制服、見覚えない？,ところでエステル。あの子の制服、見覚えない？
36230,v001_02_0059,24867,ch0010040500,exact,character_voice,001,main,0059,そういえば……,そういえば……
36231,v001_02_0060,24868,ch0010040501,exact,character_voice,001,main,0060,ジョゼットが変装に使ってた何とか学園ってところの制服！？,ジョゼットが変装に使ってた何とか学園ってところの制服！？
36232,v002_02_0037,24407,ch0020040502,exact,character_voice,002,main,0037,ジェニス王立学園だよ。,ジェニス王立学園だよ。
36233,v002_02_0038,24870,ch0020040503,exact,character_voice,002,main,0038,このルーアン地方にあるらしいから見かけても不思議じゃないけどね。,このルーアン地方にあるらしいから見かけても不思議じゃないけどね。
36234,v001_02_0061,24871,ch0010040504,exact,character_voice,001,main,0061,ふーん、今のが本物なんだ。,ふーん、今のが本物なんだ。
36235,v001_02_0062,24872,ch0010040505,exact,character_voice,001,main,0062,なんか清楚で礼儀正しくて頭も良さそうだったわね～。,なんか清楚で礼儀正しくて頭も良さそうだったわね〜。
36236,v001_02_0063,24873,ch0010040506,exact,character_voice,001,main,0063,生意気ボクっ子とは大違いだわ。,生意気ボクっ子とは大違いだわ。
36237,v002_02_0039,24412,ch0020040507,exact,character_voice,002,main,0039,なに言ってるんだか。,なに言ってるんだか。
36238,v002_02_0040,24875,ch0020040508,exact,character_voice,002,main,0040,ジョゼットと最初に会った時完全に騙されていたくせに。,ジョゼットと最初に会った時完全に騙されていたくせに。
36239,v001_02_0064,24876,ch0010040509,exact,character_voice,001,main,0064,うっ……,うっ……
36240,v002_02_0041,24415,ch0020040510,exact,character_voice,002,main,0041,そういや、あの時も僕の事をからかっていたよね。,そういや、あの時も僕の事をからかっていたよね。
36241,v002_02_0042,24878,ch0020040511,exact,character_voice,002,main,0042,ま、それでまんまと騙されたら世話ないんだけど。,ま、それでまんまと騙されたら世話ないんだけど。
36242,v001_02_0065,24879,ch0010040512,exact,character_voice,001,main,0065,ううう……,ううう……
36243,v002_02_0043,24418,ch0020040513,exact,character_voice,002,main,0043,人をからかう暇があったらもうちょっと観察力を養った方がいいんじゃないの？,人をからかう暇があったらもうちょっと観察力を養った方がいいんじゃないの？
36244,v001_02_0066,24881,ch0010040514,exact,character_voice,001,main,0066,わかった、わかりました！,わかった、わかりました！
36245,v001_02_0067,24882,ch0010040515,exact,character_voice,001,main,0067,もう、からかったりしません！,もう、からかったりしません！
36246,v002_02_0044,24421,ch0020040516,exact,character_voice,002,main,0044,分かればよろしい。,分かればよろしい。
36247,v002_02_0045,24884,ch0020040517,exact,character_voice,002,main,0045,さてと、それじゃ展望台でお昼ご飯にしようか？,さてと、それじゃ展望台でお昼ご飯にしようか？
36248,v001_02_0068,24885,ch0010040518,exact,character_voice,001,main,0068,ふあ～い。,ふあ〜い。
36249,v001_02_0069,24886,ch0010040519,exact,character_voice,001,main,0069,うわ～っ、絶景ねぇ！,うわ〜っ、絶景ねぇ！
36250,v002_02_0046,24887,ch0020040520,exact,character_voice,002,main,0046,うん、海が一望に出来るね。,うん、海が一望出来るね。
36251,v001_02_0070,24888,ch0010040521,exact,character_voice,001,main,0070,こんな場所で食事なんてすっごく贅沢な気分じゃない？,こんな場所で食事なんてすっごく贅沢な気分じゃない？
36252,v002_02_0047,24889,ch0020040522,exact,character_voice,002,main,0047,確かに、気持ちよさそうだ。,確かに、気持ちよさそうだ。
36253,v002_02_0048,24890,ch0020040523,exact,character_voice,002,main,0048,さっそくランチをいただこうか？,さっそくランチをいただこうか。
36254,v001_02_0071,24891,ch0010040524,exact,character_voice,001,main,0071,うん♪,うん♪
36255,v001_02_0072,24892,ch0010040525,exact,character_voice,001,main,0072,あ～、お腹空いちゃった！,あ〜、お腹空いちゃった！
36256,v001_02_0073,24893,ch0010040526,exact,character_voice,001,main,0073,あたしのはスモークハムのサンドイッチね。,あたしのはスモークハムのサンドイッチね。
36257,v001_02_0074,24894,ch0010040527,exact,character_voice,001,main,0074,うーん、香ばしい匂いがする。,うーん、香ばしい匂いがする。
36258,v002_02_0049,24433,ch0020040528,exact,character_voice,002,main,0049,僕のは……魚介類のパエリアだね。,僕のは……魚介類のパエリアだね。
36259,v002_02_0050,24896,ch0020040529,exact,character_voice,002,main,0050,サフランのいい香りがするな。,サフランのいい香りがするな。
36260,v001_02_0075,24897,ch0010040530,exact,character_voice,001,main,0075,それじゃ、いっただきまーす。,それじゃ、いっただきまーす。
36261,v002_02_0051,24436,ch0020040531,exact,character_voice,002,main,0051,いただきます。,いただきます。
36262,v001_02_0076,24899,ch0010040532,exact,character_voice,001,main,0076,それじゃ、まずは一口と……,それじゃ、まずは一口と……
36263,v001_02_0077,24900,ch0010040533,exact,character_voice,001,main,0077,もぐもぐもぐ……ごっくん。,もぐもぐもぐ……ごっくん。
36264,v001_02_0078,24901,ch0010040534,exact,character_voice,001,main,0078,わ、香ばしくて美味しい！レタスもシャキシャキしてる。,わ、香ばしくて美味しい！レタスもシャキシャキしてる。
36265,v002_02_0052,24902,ch0020040535,exact,character_voice,002,main,0052,パエリアも美味しいよ。サフランの香りが利いてて。,パエリアも美味しいよ。サフランの香りが利いてて。
36266,v002_02_0053,24903,ch0020040536,exact,character_voice,002,main,0053,バーテンさん、いい腕してるな。,バーテンさん、いい腕してるな。
36267,v001_02_0079,24904,ch0010040537,exact,character_voice,001,main,0079,あ、ちょっと一口ちょうだい。,あ、ちょっと一口ちょうだい。
36268,v001_02_0080,24905,ch0010040538,exact,character_voice,001,main,0080,あたし、パエリアってちゃんと食べたことないのよね。,あたし、パエリアってちゃんと食べたことないのよね。
36269,v002_02_0054,24444,ch0020040539,exact,character_voice,002,main,0054,いいけど……ランチボックスを交換しようか？,いいけど……ランチボックスを交換しようか？
36270,v001_02_0081,24907,ch0010040540,exact,character_voice,001,main,0081,うーん……手が塞がってるから面倒だし。,うーん……手が塞がってるから面倒だし。
36271,v001_02_0082,24908,ch0010040541,exact,character_voice,001,main,0082,ヨシュアが食べさせてよ。,ヨシュアが食べさせてよ。
36272,v002_02_0055,24447,ch0020040542,exact,character_voice,002,main,0055,食べさせてって……,食べさせてって……
36273,v001_02_0083,24910,ch0010040543,exact,character_voice,001,main,0083,もちろん、あ～ん❤,もちろん、あ〜ん❤
36274,v002_02_0056,24449,ch0020040544,exact,character_voice,002,main,0056,それは……ちょっと恥ずかしいんだけど。,それは……ちょっと恥ずかしいんだけど。
36275,v001_02_0084,24912,ch0010040545,exact,character_voice,001,main,0084,いいじゃない。誰も見てないんだし。,いいじゃない。誰も見てないんだし。
36276,v001_02_0085,24913,ch0010040546,exact,character_voice,001,main,0085,子供っぽいことしても笑われる心配はないってば。,子供っぽいことしても笑われる心配はないってば。
36277,v002_02_0057,24452,ch0020040547,exact,character_voice,002,main,0057,……そういう意味で恥ずかしいんじゃないんだけど。,……そういう意味で恥ずかしいんじゃないんだけど。
36278,v002_02_0058,24915,ch0020040548,exact,character_voice,002,main,0058,まったく仕方ないな……,まったく仕方ないな……
36279,v001_02_0086,24917,ch0010040549,exact,character_voice,001,main,0086,むしゃむしゃ……ごっくん。,むしゃむしゃ……ごっくん。
36280,v001_02_0087,24918,ch0010040550,exact,character_voice,001,main,0087,うーん、デリ～シャス❤これぞ海岸地方の代表料理よね。,うーん、デリ〜シャスこれぞ海岸地方の代表料理よね。
36281,v001_02_0088,24919,ch0010040551,exact,character_voice,001,main,0088,なんていうか、独特の香りが食欲をそそっちゃうというか……,なんていうか、独特の香りが食欲をそそっちゃうというか……
36282,v002_02_0059,24458,ch0020040552,exact,character_voice,002,main,0059,はいはい、よかったね。,はいはい、よかったね。
36283,v001_02_0089,24921,ch0010040553,exact,character_voice,001,main,0089,あ、なんか投げやり。,あ、なんか投げやり。
36284,v001_02_0090,24922,ch0010040554,exact,character_voice,001,main,0090,えーい、これでも食らえッ！,えーい、これでも喰らえッ！
36285,v002_02_0060,24462,ch0020040555,exact,character_voice,002,main,0060,むぐっ……,むぐっ……
36286,v002_02_0061,24925,ch0020040556,exact,character_voice,002,main,0061,モグモグモグ……コクン。,モグモグモグ……コクン。
36287,v002_02_0062,24926,ch0020040557,exact,character_voice,002,main,0062,……いや、美味しいんだけどいきなり口に突っ込まないでよ。,……いや、美味しいんだけどいきなり口に突っ込まないでよ。
36288,v001_02_0091,24927,ch0010040558,exact,character_voice,001,main,0091,ふっふっふ、参ったか♪,ふっふっふ、参ったか♪
36289,v001_02_0092,24928,ch0010040559,exact,character_voice,001,main,0092,は～、美味しかったぁ。,は〜、美味しかったぁ。
36290,v002_02_0063,24467,ch0020040560,exact,character_voice,002,main,0063,サービスでもらったハーブティも絶品だったね。,サービスでもらったハーブティも絶品だったね。
36291,v001_02_0093,24930,ch0010040561,exact,character_voice,001,main,0093,うん、身体が暖まって軽くなってくるっていうか……,うん、身体が暖まって軽くなってくるっていうか……
36292,v001_02_0094,24931,ch0010040562,exact,character_voice,001,main,0094,潮風も気持ちいいし……なんだか眠くなってきちゃった。,潮風も気持ちいいし……なんだか眠くなってきちゃった。
36293,v002_02_0064,24470,ch0020040563,exact,character_voice,002,main,0064,食べた直後に寝ると牛になるよって言いたいところだけど……,食べた直後に寝ると牛になるよって言いたいところだけど……
36294,v002_02_0065,24933,ch0020040564,exact,character_voice,002,main,0065,食後の昼寝（シェスタ）もたまにはいいかもしれないね。,食後の昼寝（シェスタ）もたまにはいいかもしれないね。
36295,v001_02_0095,24934,ch0010040565,exact,character_voice,001,main,0095,うんうん……,うんうん……
36296,v001_02_0096,24935,ch0010040566,exact,character_voice,001,main,0096,……あれ？,……あれ？
36297,v001_02_0097,24936,ch0010040567,exact,character_voice,001,main,0097,ねえねえ、今の鳥！カモメにしては大きくなかった？,ねえねえ、今の鳥！カモメにしては大きくなかった？
36298,v002_02_0066,24475,ch0020040568,exact,character_voice,002,main,0066,そうだね。翼の形も違うし、嘴（くちばし）も鋭かった。,そうだね。翼の形も違うし、嘴（くちばし）も鋭かった。
36299,v002_02_0067,24938,ch0020040569,exact,character_voice,002,main,0067,タカかワシなんじゃないかな？,タカかワシなんじゃないかな？
36300,v001_02_0098,24939,ch0010040570,exact,character_voice,001,main,0098,白いタカ……珍しいものを見ちゃったね。,白いタカ……珍しいものを見ちゃったね。
36301,v001_02_0099,24940,ch0010040571,exact,character_voice,001,main,0099,うーん、何か良いことが起こりそうな気がしてきたわ。,うーん、何か良いことが起こりそうな気がしてきたわ。
36302,v002_02_0068,24941,ch0020040572,exact,character_voice,002,main,0068,はは、そうだといいね。,はは、そうだといいね。
36303,v002_02_0069,24942,ch0020040573,exact,character_voice,002,main,0069,ところで……眠気は無くなったんじゃない？,ところで……眠気は無くなったんじゃない？
36304,v001_02_0100,24943,ch0010040574,exact,character_voice,001,main,0100,あ……,あ……
36305,v001_02_0101,24944,ch0010040575,exact,character_voice,001,main,0101,うーん、残念ながら。,うーん、残念ながら。
36306,v002_02_0070,24945,ch0020040576,exact,character_voice,002,main,0070,なら、そろそろ出発しようか。,なら、そろそろ出発しようか。
36307,v002_02_0071,24946,ch0020040577,exact,character_voice,002,main,0071,今日中にルーアン支部で所属変更の手続きがしたいしね。,今日中にルーアン支部で所属変更の手続きがしたいしね。
36308,v001_02_0102,24947,ch0010040578,exact,character_voice,001,main,0102,それもそっか……,それもそっか……
36309,v001_02_0103,24948,ch0010040579,exact,character_voice,001,main,0103,うん、わかった。名残惜しいけど出発しましょ。,うん、わかった。名残惜しいけど出発しましょ。
36310,v114_02_0001,24949,ch0400040580,exact,character_voice,114,main,0001,わわわっ！,わわわっ！
36311,v114_02_0002,24490,ch0400040583,vector_search (0.94),character_voice,114,main,0002,ゴメンゴメン。ちょっと人捜しをしててさ。,ゴメンゴメン。　　　　　　　　　　　ちょっと人捜しをしててさ。
36312,v114_02_0003,,,unmatched,character_voice,114,main,0006,あれ、姉ちゃんたちこの辺で見かけないカオじゃん？,
36313,v114_02_0004,,,unmatched,character_voice,114,main,0006,……な、なんだよ？,
36314,v114_02_0005,,,unmatched,character_voice,114,main,0006,あー、そうそう。オイラが捜してる人と一緒だよ。,
36315,v114_02_0006,24498,ch0400040591,vector_search (0.86),character_voice,114,main,0006,どこで会ったの？,どこで会ったの？
36316,v114_02_0007,24502,ch0400040595,vector_search (0.92),character_voice,114,main,0007,い、いいよ。どこに行ったか見当つくしさ。,い、いいよ。どこに行ったか見当つくしさ。
36317,v114_02_0008,24503,ch0400040596,vector_search (0.86),character_voice,114,main,0008,そんじゃ、バイバイ！,そんじゃ、バイバイ！
36318,v115_02_0001,26324,ch0410040677,exact,character_voice,115,main,0001,クラムったらどこに行ってたのよもう！,クラムったらどこに行ってたのよもう！
36319,v115_02_0002,26325,ch0410040678,exact,character_voice,115,main,0002,クローゼお姉ちゃん、すごく心配してたんだからね！,クローゼお姉ちゃん、すごく心配してたんだからね！
36320,v114_02_0009,26326,ch0400040679,exact,character_voice,114,main,0009,へへ、まあいいじゃんか。,へへ、まあいいじゃんか。
36321,v114_02_0010,26327,ch0400040680,exact,character_voice,114,main,0010,おかげでスッゲエものが手に入ったんだからさぁ。,おかげでスッゲエものが手に入ったんだからさぁ。
36322,v117_02_0001,26328,ch0420040681,exact,character_voice,117,main,0001,なんなの、クラムちゃん？,なんなの、クラムちゃん？
36323,v114_02_0011,26329,ch0400040682,exact,character_voice,114,main,0011,にひひ、見て驚くなよ～。,にひひ、見て驚くなよ〜。
36324,v114_02_0012,26330,ch0400040683,exact,character_voice,114,main,0012,ノンキそうな姉ちゃんからまんまと拝借したんだけど……,ノンキそうな姉ちゃんからまんまと拝借したんだけど……
36325,v001_02_0104,26331,ch0010040684,exact,character_voice,001,main,0104,……だ～れがノンキですって？,……だ〜れがノンキですって？
36326,v114_02_0013,26332,ch0400040685,exact,character_voice,114,main,0013,へっ……,へっ……
36327,v114_02_0014,26333,ch0400040686,exact,character_voice,114,main,0014,ゲッ、どうしてここに……！,ゲッ、どうしてここに……！
36328,v001_02_0105,26334,ch0010040687,exact,character_voice,001,main,0105,ふふん。遊撃士（ブレイサー）をなめないでよね？,ふふん。遊撃士（ブレイサー）をなめないでよね？
36329,v001_02_0106,26335,ch0010040688,exact,character_voice,001,main,0106,あんたみたいな悪ガキがどこに居るのかなんてすーぐに判っちゃうんだから！,あんたみたいな悪ガキがどこに居るのかなんてすーぐに判っちゃうんだから！
36330,v114_02_0015,26336,ch0400040689,exact,character_voice,114,main,0015,く、くそー……捕まってたまるかってんだ！,く、くそー……捕まってたまるかってんだ！
36331,v001_02_0107,26337,ch0010040690,exact,character_voice,001,main,0107,こらっ、待ちなさーい！,こらっ、待ちなさーい！
